path,labels
train\Voice590.wav,मानिसको जीवनमा सबैभन्दा सुखको क्षण यसको बाल्यकाल नै रहेछ भन्ने कुरा मैले अहिले आएर थाहा पाए।
train\Voice645.wav,त्यसपछि फेरि फलामे ढोका लाग्यो; सिक्री बारमा रगडियो; बाक्लो ताल्चा मारियो; र गोडाको आवाज बिस्तारै चिसो माटोमा विलीन हुँदै गयो ।
train\Voice762.wav,अधिकांस नारीहरु (मेरा स्कुल कलेजका धेरै सहपाठी समेत)बिहे पश्चात अध्ययन स्थगित गरी आफ्नै बाटा आँफै बन्द गर्नमा तल्लिन भए/ छन् ।
train\Voice727.wav,"साधारण मृत्यु होइन यो, जसमा जीवन बिस्तार-बिस्तार निभ्दै जान्छ, बिलाउँदै-बिलाउँदै जान्छ; कालगतिको सामान्य नियममा बाँधिएको मृत्यु यो होइन ।"
train\Voice59.wav,धनी मान्छे नै अहिले अगाडि हुन्छन् र बिभिन्न नराम्रा काम गुस दिएर गराउँछन्।
train\Voice781.wav,देशमा कमी आएको छ।
train\Voice623.wav,"त्यसै गरी यहाँक वराह क्षेत्र, मुक्तिक्षेत्र र गोसाइँकुण्ड जस्ता ठाउँहरु पवित्र तीर्थस्थल मानिन्छन।"
train\Voice722.wav,"सियो, धागो, सिन्दूर बेच्ने बाक्सावाला, हींग र मेवा किन्छौं कि भन्दै हिंड्ने काबुलीवालाहरूका विभिन्न तीव्रता र।"
train\Voice1006.wav,यसले गाउँलाई तडका (बिजली) को डर हुँदैन- सान्नानीले मलाई बताई ।
train\Voice93.wav,यो धारमा माछा पाइँदैन ।
train\Voice10.wav,हाम्रो देश स्वर्ग झैँ सुन्दर र चद्रमा झैँ चम्किलो छ।
train\Voice50.wav,"समाज तथा व्यक्तिको उन्नति नहुने भएकाले यस क्षेत्रमा पनि अनुशासनको महत्त्व टडकारोको रुपमा खट्किन्छ, त्यसै गरी सरकारी तथा गैरसरकारी कार्यालयमा पनि जरुरी छ ।"
train\Voice773.wav,पहाड चढ्दा व्यायाम पनि हुने भएकोले पर्वतारोहणहरूको शरीर स्वस्थ अनि तन्दुरुस्त बन्न पुग्दछ।
train\Voice143.wav,"अहिले फूल त्यसमा लागेको थिएन; कहिएका, सुकेका फलहरू भुइँमा छरिएका थिए जसमाथि भुसुनाहरू भुं-भुं गर्दै उड्दै-बस्दै गरिरहेका थिए ।"
train\Voice595.wav,नेपाली संस्कृतिमा केही विकृतिहरू पनि रहेको छ।
train\Voice984.wav,राष्ट्रिय एकताका मर्मज्ञ एवम् ऐतिहासिक युगपुरुष पृथ्वीनारायण शाहले व्यष्टि-व्यष्टिका रूपमा रहेका राज्यलाई समष्टि रूप प्रदान गरी नेपाली राष्ट्रियताको बलियो जग बसालेका हुन्।
train\Voice684.wav,मलाई नचाहिँदो कुरामा अड्को तोपेर घरमा कोलाहल मचाउन पटक्कै मन लाग्दैनथ्यो।
train\Voice961.wav,राति सुत्ने कोठामा धेरै बेरसम्म सान्नानी पनि थिई ।
train\Voice720.wav,यसै कारणले हरेक बर्ष धरै मानिसहरुको मृत्यु हुन्छ ।
train\Voice702.wav,"तसर्थ आफ्नो देश युवास्रोतलाई निर्माणतर्फ प्रवाहित गर्न राज्यले रोजगारका बाध बढ्ने पर्छ, उनीहरूको उत्साहको धर्म उच्च आत्मबल र मनोबल साँध लाउनै पर्छ।"
train\Voice769.wav,र किशोरले स्वेच्छाले यो काम आफ्नो जिम्मामा लिएको थियो ।
train\Voice928.wav,यदि तिनीहरुले नै यसलाई प्रयोग गरेनन् भने हाम्रो देशको विकास हुन सक्दैन।
train\Voice578.wav,त्यसैले हामीले गाउँलाई सहरमा परिवर्तन गर्नु छन् भने सरकारी पुस्तकालय बनाउन सरकार संग माग गर्नुपर्छ।
train\Voice34.wav,हामी त्यहाँ गयौं ।
train\Voice545.wav,"जस्तै-प्रिथिवी नारायण शाह,बलभद्र कुँवर आदि।"
train\Voice65.wav,मलाई कक्षाका साथीहरू निकै मन पराउथे।
train\Voice540.wav,उस दिन खास गरी गाई-गोरुका गोबरबाट पहाड जस्तो बनाई त्यसैलाई गोवर्धन पर्वत मानेर पूजा गर्ने गरिन्छ।
train\Voice148.wav,"त्यसैगरी हामीले पनि आफ्ना कर्तव्यहरू इमानदारी पूर्वक गरेर कर तिर्ने देखि लिएर बिजुली, खानेपानीको पैसा पनि समय मे दिई असल उदाहरण बन्नुपर्छ।"
train\Voice823.wav,"यहाँ त धेरै दिनदेखि पर्खिएको मृत्यु हो यो- झन्‌ दरबारबाट मृत्युदण्डको पुष्टि भएपछि- आज हुन्छ, भोलि हुन्छ भन्दै औंलामा दिन गन्दै मृत्युलाई पर्खेर बसेको ।"
train\Voice551.wav,देहातको बिराट्‌ शून्यताको स्वयं एउटा हिस्सा भएर मेरो कलिलो हृदयलाई कनै सान्त्वना दिँदैन ।
train\Voice890.wav,शून्य सडकका खामामा बत्ती घोरि  र भुइँतिर हेरिरहेका छन्‌ ।
train\Voice916.wav,केवल जीवित जीवनमा विश्वास गर्नेहरूले मात्र सोच्न सक्छन् र जीवनमा महान कार्यहरू गर्न सक्छन्।
train\Voice811.wav,यसै दिन दीपावलीको झिलिमिली सबैतिर परिने हुँदा नै तिहार चाडलाई ‘दीपावली’ समेत भन्ने गरिएको हो।
train\Voice798.wav,"कविता, कथा, उपन्यास, नाटक, निबन्ध आदि साहित्यिक हरेक विधामा नेपाली बहस मौलाएको छ।"
train\Voice149.wav,बिहानले दिनको संकेत गर्छ भनेझैँ विद्यार्थी जीवनले मानिसको भविष्य राम्रो वा नराम्रो के हुने भन्ने कुराको संकेत गर्दछ।
train\Voice814.wav,स्थानको कत्रो फैलाव नीलो आकाशको कत्रो विस्तीर्णता ।
train\Voice731.wav,सम भन्नु पर्दा पर्वतारोहण पनि मानिसले खेल्ने एक रमाइलो खेल नै हो।
train\Voice111.wav,"भेदभाव भनेको जात,धर्म,छोराछोरी आदि बिच गरिने भेद वा तल्लो उच्चको भावलाई भेदभाव भनिन्छ।"
train\Voice71.wav,"घरपरिवारदेखि लिएर समाज, धर्म, संस्कृति, राजनीति, वित्त आदि सबै क्षेत्रमा अनुशासन चाहिन्छ ।"
train\Voice820.wav,बेला-बेलामा भूक्षय भइरहने गर्छ।
train\Voice679.wav,मेरो बुबा आमाको मायाको छहारीमा मेरो बाल्यकाल खुबी रमाइलो भएर बित्यो।
train\Voice2014.wav,कस्तो होला त्यो भेट भन्ने प्रश्न सबैको मनमस्तिश्कमा थियो।
train\Voice782.wav,"त्यसैले यहाँका मानिसले तिर्थाटनका लागि विदेशतिर गइरहनुपर्दैन, विभिन्न देवीदेवताका मन्दिर र तीर्थस्थल रहेको मेरो देश एक पुण्यभूमि हो।"
train\Voice2013.wav,कलेज सकिएपछी उनिहरु पहिलोपल्ट भेट्न लागिरहेका थिए।
train\Voice799.wav,नेपालमा ठूला-ठूला जंगलहरु छन्।
train\Voice572.wav,यी हामी सबै नेपालीको प्यारो देश हो र यसलाई हामीले आफ्नो प्राणभन्दा प्यारो ठानेका छौँ।
train\Voice102.wav,पर्वतारोहण मानिसको सोखको कुरा हो।
train\Voice1001.wav,महंगा लुगा र घरको चीजहरू किन्नुहोस् - के लागि? यो सबै एक राम्रो सामाजिक खडा स्थापित गर्न को लागी।
train\Voice582.wav,हत्केलाले मुख र नाकलाई पुछ्दै स्वाँ... स्वाँ गर्दै उसले भनी- म पर्छ्वारेया (पश्चिमपट्टिको) धारमा नुहाइरहेकी थिएँ ।
train\Voice813.wav,"अनुशासनको पालना आफूभित्रैबाट हुनुपर्दछ, सबैले सचेत भई सामाजिक नीति-नियमका घेराभित्र रहेर काम गर्नु उचित हुन्छ।"
train\Voice914.wav,नत्र ति साच्चैका अवसर बिहिन नारीहरुको नाम भजाएर सिमित नाकहरु ठड्याउनका लागि देखाइने यो गाइजात्रे ।
train\Voice892.wav,"आफ्ना काखमारहेका असंख्य नदीनाला,हिमश्रीन्खालम, वनजंगल जस्ता प्राकृतिक सम्पत्ति र र पुराना जमानाक सुन्दर ।"
train\Voice969.wav,"उसको हात आफ्नो हातमा लिएर- हामी दुवैले मिलेर आफ्नो छोरालाई राम्ररी हेरौंला, माया गरौंला, पढाउँला-लेखाउँला र ठूलो पारौंला ।"
train\Voice575.wav,ती मध्ये एक खतरनाक र अहिले बढी मात्रामा चलिरहेको समस्या लागु पदार्थ हुन्।
train\Voice937.wav,"यो देहातमा बारम्बार सम्झना हुन्छ, कम्पनी बगैंचाको ।"
train\Voice841.wav,यस चाडमा खास गरी पटका पड्काएर अनि आतसबाजी गरेर मनोरञ्जन लिने चलन निकै बढ्दो छ।
train\Voice162.wav,अचेल नेपालीहरुले विदेशीहरुलाई पाहुना ठान्ने र आवश्यक सेवाशुल्क लिई उनीहरुको आदर-सत्कार गर्ने नयाँ चलन अँगालेका छन् तापनि ।
train\Voice977.wav,"हामीहरूले छोहोरा, मिश्री र नरिवल किन्यौं ।"
train\Voice119.wav,हुन् त् नेपालमा अरू थुप्रै भाषाहरू बोलिन्छन् तर सम्पूर्ण नेपालीहरूका बीचमा सम्पर्क कायम गर्ने भाषामा रूपमा नेपाली भाषा नै रहेको छ।
train\Voice755.wav,"न हो यो त्त्यस्तो अकस्मात्‌को मृत्यु जस्तो कि युद्धमा तातो गोली खाएर प्राण उडेको हुन्छ- सोच्दै नसोचेको गोली लाग्छ छातीमा, अनि त्यही अकस्मात्‌को आश्चर्यमा मान्छेको शरीर सेलाइहाल्छ ।"
train\Voice834.wav,"भ्याउ, काई, लेउ र पानीका लहराहरूले घेरिएर उभिएको थियो, पोखरीको मध्यमा एउटा कालो अग्राखको काठ।"
train\Voice718.wav,"हाम्रो समाजमा ‘गाँस छोड्नु,साथ नछोड्नू’ उखान ज्यादै लोकप्रिय छ।"
train\Voice552.wav,विश्वमा नेपाललाई चिन्नेले हामी नेपालीलाई पनि चिन्दछ।
train\Voice95.wav,देशभक्तिलाई सर्वोपरि आधार र राष्ट्र निर्माणलाई अन्तिम लक्ष्य बनाएर युद्धारम्भ गरेका पृथ्वी जब एउटा घरका भाइ आपसमा झगडा गरे।
train\Voice114.wav,तुलसीको मठलाई सफासँग लिपेर स्वच्छ बनाएको थियो ।
train\Voice676.wav,शहरबाट सञ्चित गरेर ल्याएको कातर हृदयको भय उसको सङ्गतमा बिस्तार-बिस्तार लोप हुन लागेको जस्तो भयो ।
train\Voice680.wav,नेपाली भाषा साहित्यिक दृष्टिले पनि निकै धनी छ।
train\Voice989.wav,"सान्नानीलाई मैले आदर-स्नेह गर्ने कुनै बाटो पाइनँ, केवल बनारसदेखि बचाएर राखेको एक आना पैसा मेरो खल्तीमा थियो ।"
train\Voice1005.wav,हाम्रो गाउँको पूर्वपट्टिको सिमाना पनि यही नदी हो ।
train\Voice974.wav,दरबारमा राजा-रानी र अरू राजपरिवारका प्राणीहरू सुतेका थिए ।
train\Voice788.wav,मा पूर्वपट्टि मुहडा गरेर बालुवाको राशिउपर कोल्टे पल्टेकी थिई ।
train\Voice585.wav,त्यस कारणले हामीले सक्ने काम गरेर देशको अवस्थालाई अझ गतिलो बनाउनुपर्छ।
train\Voice556.wav,"जसमा अनेकानेक रङ्गका फूलका बिरुवाहरू सजाइएका छन्‌, सानो हावामा पनि चञ्चल भएर शिर हल्लाउन थाल्छन्‌ मानौं उत्साहको लहर तिनीहरूमा फैलिन पुगेको छ ।"
train\Voice935.wav,मेरो एक्लो हृदयको सारा विकलतामा ती स्नेहका धूमिल रेखा अड्ण मायामय भएर गए; म भरिएँ र पुनः आमाको पिठयूँलाई अंकमाल गर्न पुगें ।
train\Voice527.wav,नेपाली सर्वप्रथम पुस्तकालयको निर्माणमा अगाडि बढाउने मान्छे जोन उड हुन्।
train\Voice990.wav,नेपाल अधिराज्य भरका हिन्दूहरूले यो चाड धूमधामसँग मनाउँछन्।
train\Voice683.wav,"‘दस कुवा बराबर एउटा पोखरी हुन्छ, दस पोखरी बराबर एउटा पुत्र हुन्छ, दस पुत्रहरू बराबर एउटा रुख हुन्छ।"
train\Voice113.wav,देशको भौतिक अवस्थामा गुणात्मक परिवर्तन गर्ने काम नै देश विकासको काम हो।
train\Voice913.wav,पालिकाबाट प्राप्त जानकारीअनुसार गत जेठदेखि हालसम्म इन्धन खर्चबापत मात्र चौंसट्ठी लाख छपन्न हजार रुपैयाँ भुक्तानी दिइएको हो ।
train\Voice161.wav,त्यसै गरी केटोहरूले घरघर गई देउसी खेल्ने दिन पनि यही हो।
train\Voice554.wav,"यहाँको यो ह्वाङ्ग खुला विराटतामा जसमा आधारका लागि केही कुरा पाइँदैन- दृष्टिसम्म कहीं अड्किन पाउँदैन, हराइएला जस्तो भय हुन्छ ।"
train\Voice759.wav,नेपालका प्रमुख समाचारपत्रहरूको बिक्री-वितरण निकै हुने गरेको पाइन्छ।
train\Voice803.wav,नेपाल वीरहरूको देश भनेर पनि चिनिन्छ।
train\Voice747.wav,यसै दिन कालका देवता यमराज पनि आफ्नी बहिनी यमुना कहाँ टीका लगाउन जाने कथा हिन्दू पुराणमा उल्लेख गरिएको छ।
train\Voice23.wav,पुस्तकालय आज सबै मानिसले पढ्ने गर्छन।
train\Voice588.wav,नेपालमा एक पछि एक वीरहरूको जन्म भएको छ।
train\Voice641.wav,निराशा र कुण्ठ जागृत हुन् नदिई दलीय र व्यक्तिगत स्वार्थभन्दा माथि उठी राष्ट्रिय स्वार्थमा उनीहरूलाई प्रयोग गर्दा राष्ट्रको कायापलट नै हुन् गएको छ।
train\Voice638.wav,बाँकी कारणले गर्दा समयमा वर्ष भई खेतीपाती हुने गर्छ।
train\Voice797.wav,नेपाली भाषा नेपालको प्रमुख भाषा हो।
train\Voice919.wav,भान्सामा खान खान बस्दा मेरो दुवै आँखा चुल्होमा तताइराखेको दूधमा गोदिन्थें।
train\Voice936.wav,बताउँदै कर्बीले रुसले इरानसँग अस्त्रको विकास तथा तालिमका क्षेत्रमा सहकार्य गर्न खोजिरहेको दाबी गरे ।
train\Voice853.wav,अनुशासन' ;शासन' शब्दका अगिल्तिर 'अनु' उपसर्ग लागि बनेको शब्द हो।
train\Voice8.wav,त्यसै गरी विश्वको कुनाकुनामा शान्तिको संदेश छरी अमर बन्न पुगेका शान्तिका अग्रदुत गौतम बुद्ध पनि मेरै देशका बासिन्दा हुन्।
train\Voice594.wav,यदि आमाले बोलेको नसुनेको भए यो ध्वनिहीन लोकमा त्यसै प्राणान्त हुने थियो ।
train\Voice688.wav,रङ्गै रङ्गको सुन्दर सृष्टि इन्द्रेणी हो।
train\Voice926.wav,"पछवरिया धारामा नुहायौं, एकछिन पौड्यौं ।"
train\Voice20.wav,"हामी रिस,राग,कपट र छल कहिले गर्दैनौ।"
train\Voice609.wav,"काशीको मुख्य क्रा हो, त्यहाँका ढुङ्गा, पत्थर जो यहाँ आएर मेरो बालक मनमा तीक्ष्ण अनुभवको रूपमा बारम्बार प्रकट।"
train\Voice826.wav,यसले जीवनको विकासमा ठुलो भूमिका खेलेका हुन्छन।
train\Voice860.wav,मित्रहरु ! यि ति नारीहरु हुन् जसको हातमा प्रसस्त अवसर थियो ।
train\Voice786.wav,"हामी तुलसी, वर, पीपल आदिलाई पूजा गर्छौं।"
train\Voice80.wav,मेरो देश विश्वमै एक भूपरिवेष्ठित देशका रुपमा चिनिन्छ।
train\Voice809.wav,नेपाल विभिन्न जातिहरूको संगम स्थल पनि हो।
train\Voice98.wav,अन्तिम घडीमा एक-एक गरेर सारा दृश्य उसका सामुन्ने आइरहेका थिए र सोच्दासोच्दै ऊ गुँडुल्किएर निदाएछ ।
train\Voice830.wav,"प्रिथिवी नारायण शाह, अमरसिंह थापा, भीमसेन थापा, राजेन्द्र लक्ष्मी आदिका योगदानले हाम्रो नेपालमा आजसम्म कसैले विजय हासिल गर्न सकेन।"
train\Voice1011.wav,उसको दुर्दमनीयतामा लज्जा र सङ्कोचले कुनै ठाउँ पाएको थिएन ।
train\Voice939.wav,हामीहरु विभिन्न किसिमका मीठा-मीठा जिब्रे लट्याउने जंगली फलफूलहरू खानका लागि नै जंगल पस्थ्यौ।
train\Voice708.wav,आफ्ना कर्तव्यलाई नभुलेर र देशलाई नछलेर आफ्नो जिम्मेवारी समयमा पूरा गर्नुपर्छ।
train\Voice100.wav,सडकमै फुटपाथमा गोडा लतार्दै अझै आफ्नो घरको आश्रयमा पुग्न नसकेका लुगैलुगाले सारा शरीरलाई बेरेर हिँडेका एक-दुई मानिसहरू।
train\Voice889.wav,यस्ता नराम्रा कामहरू गर्दा कहिलेकहीँ एक-अर्कामा झाँगड पनि हुने गरेको स्थिति केही वर्ष यता देखिदैं छ।
train\Voice912.wav,"त्यस दिनको यात्रामा स्मरणीय कुरा थिए- गोसाईंस्थान, नजरियाको पसल, पछवरिया धार।"
train\Voice861.wav,"चौथो अङ्ग पनि भनिन्छ, पत्रपत्रिकाहरू विविध सामग्रीले भरिएको पोका हुन्, राष्ट्रिय तथा अन्तरराष्ट्रिय क्षेत्रका हरेक पक्षलाई तिनीहरुले समेटेका हुन्छन्, ।"
train\Voice923.wav,अखडाको द्वारमै एउटा ठुलो बाँसमा सेतो ध्वजा गाडेको थियो; त्यहीँनिर तुलसीको बोट उमारेको एउटा माटोको सानो चौतारो थियो ।
train\Voice629.wav,"सरकारले पनि नङ्गा पाखा, डाहामा वृक्षारोपण गरेको छ।"
train\Voice647.wav,ब्यक्तिको अनिन्द्य सौन्दर्य मेधा र प्रतिभा हो भनी पहिले आफ्नै दिमागमा घुसाउँ!! पहिले नारीले नारीलाई सम्मान गर्न सिकौँ!! ।
train\Voice74.wav,पालिकाले गत आर्थिक वर्षको Xअन्तिममा असारमा सोह्र वटा एसी (एयर कन्डिसन) खरिद गरेको हो ।
train\Voice519.wav,यसको कारणले हाम्रो देश नदीको गतिमा विकासमा लाग्ला।
train\Voice940.wav,फूलबारीलाई सयपत्रीले मात्र सुन्दर बनाएको होइन र चमेलीले मात्र चम्केको पनि होइन।
train\Voice14.wav,प्रारम्भमा ग्रामीण जीवनको बाटोमा तै-तै गरेर पाइलो चाल्ने प्रयत्न गर्दा सान्नानीको सहारा नभई हुँदैनथ्यो।
train\Voice25.wav,दूध खान मन लाग्दा म आमासँग माग्थे तर छोएर खन्नथे।
train\Voice125.wav,जसको माथिपट्टिको हिस्सामा ठाउँ-ठाउँमा चिरा परेका थिए ।
train\Voice577.wav,"पुस्तकालय एक मन्दिरका रुपमा लिइन सकिन्छ किनभने एसले हामीलाई सचाई र सत्य बाटोमा लाउन सक्छ,यदि तिमीले यसमा भएको ज्ञानलाई सही उपयोग गर्यो भने।"
train\Voice610.wav,विसर्जन वाक्य त केही भन्नैपर्छ ।
train\Voice806.wav,तिहार पाँचौं वा अन्तिम दिन भाइ-तिहारका रूपमा प्रसिद्ध छ।
train\Voice918.wav,"मलाई लाज पनि लाग्यो, केवल एउटा नाउँको अधिकारी भएकोले ।"
train\Voice537.wav,कहिले पैसा चोरेको कारणले झगडा गर्छन र कहिले उटपटयाङ काम गर्ने गरछन्।
train\Voice943.wav,हामी नेपालीले एकतामा बसी देशमा परेको हरेक समस्यालाई समाधान गर्छौ।
train\Voice689.wav,नेपालका प्रमुख समाचारपत्रहरूको बिक्री-वितरण निकै हुने गरेको पाइन्छ।
train\Voice550.wav,भ्रस्टाचार समाजको अर्को समस्यो हो।
train\Voice991.wav,छोरा पाउने आशामा महिलाले धेरै शिशु जन्माउँछन्।
train\Voice711.wav,हामी सबै आजै देखि आफूले गर्ने काम इमानदारी पूर्वक गर्न थालौं र समाजका लागि एउटा उदाहरण बनौं हामी सबै।
train\Voice166.wav,"यो कथित 'दिवस' प्रती मेरो घोर आपत्ति छ ,यसलाई मैले नौटंकी नाम दिंदा कसैको भावनामा ठेस लाग्छ भने धिक्कार छ ति स्वांठ कथित शिक्षित भनौदाहरुलाई।"
train\Voice699.wav,"यी पाँच दिनमा काग-तिहार, कुकुर-तिहार, गाइ-तिहार, गोरु-तिहार, र भाइ-तिहार गरी जम्मा पाँच तिहार चिनिन्छ।"
train\Voice959.wav,"इन्जीनियर, वकिल, शिक्षक, प्राध्यापक, कृषक, लेखक, कलाकार, खेलाडी, कर्मचारी, पत्रकार, सैनिक, प्रहरी आदि जुनसुकै क्षेत्रमा सर्वप्रथम व्यक्तिको प्रवेश युवावस्थामा नै हुन्छ।"
train\Voice732.wav,त्यो काठको खामो- जाट हो ।
train\Voice946.wav,उनीहरूको भौतिकवादी सम्पत्तिहरू देखाउँछन् कि तिनीहरूको सोच यो सीमित हुन्छ।
train\Voice821.wav,हुन्छन् र कतिपय समाजसेवीले बनेका हुन्छन।
train\Voice884.wav,पृथ्वीले एक निश्चित गतिमा सूर्यको परिक्रमा गरिरहेको हुन्छ र यसै आधारमा दिन र रातको प्रक्रिया चालू भाइरहन्छ।
train\Voice839.wav,पहाडको उच्च टाकुरामा पुगेर त्यहाँको सौन्दर्यमा डुब्न गर्न र आफ्नो कीर्ति राख्नका लागि मानिसहरू पर्वतारोहणमा मरिमेटेर लाग्छन्।
train\Voice779.wav,तिनीहरू आफैमा भवदीय खर्च गर्नु भन्दा धैर्यतामा भोग्छन्।
train\Voice927.wav,"उचित वातावरणका अभावमा आफ्नो देशमा उचित शिक्षा, रोजगार, काम र माम नपाउँदा कतिपय युवावर्ग बरालिन्छ र युवावर्ग बरालिँदै देश विकासको गीत ओरालो लाग्दछ।"
train\Voice515.wav,यस्तो हुन सक्यो भने गाउँका मानिसले बिस्तारै त्यहाँ भएका पुस्तकहरु पढ्न थाल्छन र केहि ज्ञान प्राप्त गर्छन।
train\Voice832.wav,अठार सय छब्बिस मा काठमाडौं उपत्यकामाथि कब्जा जमाएपछि उनको विजय यात्राको अभियान र नेपाल एकीकरणको महोत्सवको एउटा अध्याय सम्पन्न गुरुतर दायित्व उनले निर्वाह गरे।
train\Voice30.wav,"मन्त्रीहरू र अरू ठूला-ठूला कर्मचारीहरू सरकारी आवासस्थानहरूमा; पसले, जागीरिया, कृषक, गरीब, मध्यवित्तीय तथा धनी व्यक्तिहरू छन् ।"
train\Voice27.wav,यस दिन गाई र धनको पूजा गर्ने गरिन्छ।
train\Voice134.wav,नेपाली बहसले पनि सम्पूर्ण नेपाली जनतालाई एकताको मालामा उनेकाले हामी सबैका निम्ति नेपाली बहसको ठूलो महत्त्व रहेको छ।
train\Voice843.wav,आफूले दुइटा फूल कानमा घुसारी; पूर्वपट्टिको डिलमा कदमको सानो रूख थियो ।
train\Voice151.wav,त्यसरी नेपाली भाषाले हरेक क्षेत्रमा प्रगति गर्न सकेको छ।
train\Voice975.wav,तर अनुशासनको बाटोमा हिँड्ने मानिसले जीवनमा सफलताको शिखर छुन सक्तछ।
train\Voice592.wav,नजरियाको एउटा सानो छाप्रो मात्र थियो ।
train\Voice123.wav,अनुशासनको पालना गर्ने व्यक्तिले समाजमा उच्च पद र प्रतिष्ठा प्राप्त गर्दछ।
train\Voice591.wav,वातावरण सुधार गर्नका लागि क्रियाकलापहरू बढाउन र महत्त्वपूर्ण रूपमा आफ्ना प्रियजनहरूसँग गुणस्तरको समय खर्च गर्छन्।
train\Voice660.wav,"हामी नेपालीले कर्म मात्र गर्नुपर्छ, फलको अपेक्षा गर्नु हुँदैन।"
train\Voice717.wav,वनबाट अनेकौँ जडीबुटीहरू निस्कने गर्छ।
train\Voice894.wav,अहिले समाजमा मानिसहरु सानालाई जातधर्ममा भेदभाव र हेप्ने गरछन् ।
train\Voice83.wav,अनुशासन मानिसका लागि अति आवश्यक छ।
train\Voice846.wav,उनि नरभूपाल शाह र कौशल्यावातीका सन्तानका रूपमा जन्मेका हुन्।
train\Voice677.wav,हामी नेपाली एकतामा बसेर हरेक काम गर्छौ र सफलता प्राप्त गर्छौ।
train\Voice64.wav,इष्टमित्रहरूले भनेका थिए- आजकल अङ्ग्रेजी नपढाईकन हुँदैन।
train\Voice511.wav,सिँचाइको लागि पनि बर्सा हुनु जरुरी छ।
train\Voice728.wav,विश्वमा नेपाललाई चिन्नेले हामी नेपालीलाई पनि चिन्दछ।
train\Voice911.wav,"एउटा घरपरिवारमा बाबु, आमा, छोरा, छोरी, दाजु, भाई आदि सबैले एक-अर्कालाई आदर र माया गर्नुपर्छ।"
train\Voice1003.wav,"बा-आमा दुवैले बडो आग्रह गरे र भने- बुहारी घरैमा हामीसँग बस्छे, तँ पढ्न जालास्‌ ।"
train\Voice885.wav,"चिनीहरूले विश्वको कुनै एक कुनामा घटेको नयाँ-नयाँ घटनाको विवरण विश्वभरि नै फिँजाउने कम गर्दछ, पत्रपत्रिकाहरूले विभिन्न सामग्रीहरू छापेर देश ।"
train\Voice651.wav,त्यस्तै नेपालको सरकारी व्यवहार चलाइने भएकोले यो नेपालको राष्ट्रभाषाका रूपमा स्थापित भएको हो।
train\Voice172.wav,उनले नेपालको भौगोलिक एकीकरण मात्र नगरी संस्कृतिक र भावनात्मक रूपमा पनि नेपाल र नेपालीलाई एक परेका हुन्।
train\Voice866.wav,"सोझो बाटो छ त्यो, जसमा अघि- पछि केवल दुई दिशातिर मात्र आउन-जान सकिन्छ ।"
train\Voice528.wav,यस चाडमा गरिने पूजा र हरेक क्रियाकलापले हामीलाई सत्मार्ग लाग्ने प्रेरणा दिन्छन्।
