path,labels,phonemes
train\Voice557.wav,"सोह्र मध्ये पाँच वटा ल्वाइड कम्पनिको, एउटा एलजी तथा दश वटा पानासोनिक कम्पनिको छ ।",s oː ɦ  ɾ   m d̪ʱ  j eː   p aː ̃ t͡ʃ   ʋ ʈ aː   l  ʋ aː i ɖ   k m  p n i k oː   eː u ʈ aː   eː l d͡ʒ iː   t̪ t̪ʰ aː   d̪ ʃ   ʋ ʈ aː   p aː n aː s oː n i k   k m  p n i k oː   t͡ʃʰ  
train\Voice154.wav,"त्यसैले पत्रपत्रिकाहरू पढ्नु मानिसको राम्रो बानी हो र यस्तो बानीले यसलाई सधैँ फाइदा नै हुन्छ, पत्रपत्रिकाहरू सञ्चारका भरपर्दो साधन हुन् ।",t̪  j s ai l eː   p t̪  ɾ p t̪  ɾ i k aː ɦ ɾ uː   p ɖʱ  n u   m aː n i s k oː   ɾ aː m  ɾ oː   b aː n iː   ɦ oː   ɾ   j s  t̪ oː   b aː n iː l eː   j s l aː iː   s d̪ʱ ai ̃   pʰ aː i d̪ aː   n ai   ɦ u n  t͡ʃʰ   p t̪  ɾ p t̪  ɾ i k aː ɦ ɾ uː   s ɲ  t͡ʃ aː ɾ k aː   bʱ ɾ p ɾ  d̪ oː   s aː d̪ʱ n   ɦ u n   
train\Voice147.wav,यहाँ रङ्गीबिरङ्गी चरा चुरुङ्गीहरूका मीठा गीत जस्तै धेरै किसिमका भाषा छन्।,j ɦ aː ̃   ɾ ŋ  g iː b i ɾ ŋ  g iː   t͡ʃ ɾ aː   t͡ʃ u ɾ u ŋ  g iː ɦ ɾ uː k aː   m iː ʈʰ aː   g iː t̪   d͡ʒ s  t̪ ai   d̪ʱ eː ɾ ai   k i s i m k aː   bʱ aː ʂ aː   t͡ʃʰ n 
train\Voice753.wav,त्यसै गरी विश्वका कुनाकुनामा शान्तिको संदेश छरी अमर बन्न पुगेका शान्तिका अग्रदुत गौतम बुद्ध पनि मेरै देशका बासिन्दा हुन्।,t̪  j s ai   g ɾ iː   ʋ i ʃ  ʋ k aː   k u n aː k u n aː m aː   ʃ aː n  t̪ i k oː   s ̃ d̪ eː ʃ   t͡ʃʰ ɾ iː   ə m ɾ   b n  n   p u g eː k aː   ʃ aː n  t̪ i k aː   ə g  ɾ d̪ u t̪   g au t̪ m   b u d̪  d̪ʱ   p n i   m eː ɾ ai   d̪ eː ʃ k aː   b aː s i n  d̪ aː   ɦ u n 
train\Voice829.wav,यसको महत्व बुझने मानिस नै अहिले अगाडि बढेका उदहारण सहित पाइन्छ।,j s k oː   m ɦ t̪  ʋ   b u d͡ʒʱ n eː   m aː n i s   n ai   ə ɦ i l eː   ə g aː ɖ i   b ɖʱ eː k aː   u d̪ ɦ aː ɾ ɳ   s ɦ i t̪   p aː i n  t͡ʃʰ
train\Voice934.wav,अझै गाउहरुमा पुस्तकालयको धेरै नै कमी छ र अविकसित ठाउँ भनेको गाउँ नै हो।,ə d͡ʒʱ ai   g aː u ɦ ɾ u m aː   p u s  t̪ k aː l j k oː   d̪ʱ eː ɾ ai   n ai   k m iː   t͡ʃʰ   ɾ   ə ʋ i k s i t̪   ʈʰ aː u ̃   bʱ n eː k oː   g aː u ̃   n ai   ɦ oː
train\Voice792.wav,नेपाल आमालाई पिर परेको बेला हामी अगाडि बढ्छौ र देशलाई संकटबाट मुक्त गर्छौ।,n eː p aː l   aː m aː l aː iː   p i ɾ   p ɾ eː k oː   b eː l aː   ɦ aː m iː   ə g aː ɖ i   b ɖʱ  t͡ʃʰ au   ɾ   d̪ eː ʃ l aː iː   s ̃ k ʈ b aː ʈ   m u k  t̪   g ɾ  t͡ʃʰ au
train\Voice116.wav,त्यसै गरी यस चाडमा खेलिने भैलो र देउसीलाई पैसा कमाउन मध्यम बनाउने दुष्प्रवृत्ति पनि बढ्दो छ।,t̪  j s ai   g ɾ iː   j s   t͡ʃ aː ɖ m aː   kʰ eː l i n eː   bʱ ai l oː   ɾ   d̪ eː u s iː l aː iː   p ai s aː   k m aː u n   m d̪ʱ  j m   b n aː u n eː   d̪ u ʂ  p  ɾ ʋ t̪  t̪ i   p n i   b ɖʱ  d̪ oː   t͡ʃʰ
train\Voice765.wav,पर्वतारोहणले कुनै पनि चुचुरोमा पुग्ने व्यक्तिले जीवनमा आइपर्ने जस्तोसुकै समस्यासँग लड्न।,p ɾ  ʋ t̪ aː ɾ oː ɦ ɳ l eː   k u n ai   p n i   t͡ʃ u t͡ʃ u ɾ oː m aː   p u g  n eː   ʋ  j k  t̪ i l eː   d͡ʒ iː ʋ n m aː   aː i p ɾ  n eː   d͡ʒ s  t̪ oː s u k ai   s m s  j aː s ̃ g   l ɖ  n
train\Voice895.wav,हाम्रा पुर्खाहरू आफ्नो स्वाभिमानमा अडेका थिए।,ɦ aː m  ɾ aː   p u ɾ  kʰ aː ɦ ɾ uː   aː pʰ  n oː   s  ʋ aː bʱ i m aː n m aː   ə ɖ eː k aː   t̪ʰ i eː
train\Voice529.wav,हाम्रो देश नेपालमा दश प्रतिशत व्यापारीले पनि राम्ररी कर तिर्दैनन् र यसको परिणाम पनि हामीले नै भोग्ने गर्छौ।,ɦ aː m  ɾ oː   d̪ eː ʃ   n eː p aː l m aː   d̪ ʃ   p  ɾ t̪ i ʃ t̪   ʋ  j aː p aː ɾ iː l eː   p n i   ɾ aː m  ɾ ɾ iː   k ɾ   t̪ i ɾ  d̪ ai n n    ɾ   j s k oː   p ɾ i ɳ aː m   p n i   ɦ aː m iː l eː   n ai   bʱ oː g  n eː   g ɾ  t͡ʃʰ au
train\Voice850.wav,"म जन्मदा घरका सबै जना खुसीले ढङ्ग हुनुहुन्थ्यो रे! उहाँहरुका लागि म  घरको जगमगाउँदा बत्ती थिए, कुलको धरोहर थिए।",m   d͡ʒ n  m d̪ aː   gʱ ɾ k aː   s b ai   d͡ʒ n aː   kʰ u s iː l eː   ɖʱ ŋ  g   ɦ u n u ɦ u n  t̪ʰ  j oː   ɾ eː   u ɦ aː ̃ ɦ ɾ u k aː   l aː g i   m     gʱ ɾ k oː   d͡ʒ g m g aː u ̃ d̪ aː   b t̪  t̪ iː   t̪ʰ i eː   k u l k oː   d̪ʱ ɾ oː ɦ ɾ   t̪ʰ i eː
train\Voice532.wav,कति विश्वास र भरको ढुकुटी लिएर मेरा लागि बसिरहेका थिए ती उड्न लागेका राता-काला बुट्टाहरू ।,k t̪ i   ʋ i ʃ  ʋ aː s   ɾ   bʱ ɾ k oː   ɖʱ u k u ʈ iː   l i eː ɾ   m eː ɾ aː   l aː g i   b s i ɾ ɦ eː k aː   t̪ʰ i eː   t̪ iː   u ɖ  n   l aː g eː k aː   ɾ aː t̪ aː k aː l aː   b u ʈ  ʈ aː ɦ ɾ uː  
train\Voice56.wav,"भैंसवार ठिटो पछर्वारेया धारमा भैंसीलाई नुहाउन गएको थियो, हामी दुबैले दुईचोटि कोशीको धारलाई पार गर्यौं ।",bʱ ai ̃ s ʋ aː ɾ   ʈʰ i ʈ oː   p t͡ʃʰ ɾ  ʋ aː ɾ eː j aː   d̪ʱ aː ɾ m aː   bʱ ai ̃ s iː l aː iː   n u ɦ aː u n   g eː k oː   t̪ʰ i j oː   ɦ aː m iː   d̪ u b ai l eː   d̪ u iː t͡ʃ oː ʈ i   k oː ʃ iː k oː   d̪ʱ aː ɾ l aː iː   p aː ɾ   g ɾ  j au ̃  
train\Voice85.wav,उहाँले यो आविष्कार गरेर आफ्नो नाम अहिले कमाइरहेका छन्।,u ɦ aː ̃ l eː   j oː   aː ʋ i ʂ  k aː ɾ   g ɾ eː ɾ   aː pʰ  n oː   n aː m   ə ɦ i l eː   k m aː i ɾ ɦ eː k aː   t͡ʃʰ n 
train\Voice1002.wav,त्यसैले आज भोलि म घरीघरी आफ्नो बाल्यकालको मीठो सम्झना गरेर मन बहलाउने गर्दछु।,t̪  j s ai l eː   aː d͡ʒ   bʱ oː l i   m   gʱ ɾ iː gʱ ɾ iː   aː pʰ  n oː   b aː l  j k aː l k oː   m iː ʈʰ oː   s m  d͡ʒʱ n aː   g ɾ eː ɾ   m n   b ɦ l aː u n eː   g ɾ  d̪ t͡ʃʰ u
train\Voice793.wav,म आफूभन्दा ठूलालाई आदर गर्थे र उहाहरुलाई अह्राएको कम नअनकनाएका खुरुखुरु गरि दिन्थे ।,m   aː pʰ uː bʱ n  d̪ aː   ʈʰ uː l aː l aː iː   aː d̪ ɾ   g ɾ  t̪ʰ eː   ɾ   u ɦ aː ɦ ɾ u l aː iː   ə ɦ  ɾ aː eː k oː   k m   n ə n k n aː eː k aː   kʰ u ɾ u kʰ u ɾ u   g ɾ i   d̪ i n  t̪ʰ eː  
train\Voice139.wav,कलाकृतिहरुले पनि भरिएको मेरो देश विश्वमै एक अनौठो र आफ्नै प्रकारका विशेषता भएको रमाइलो देश बन्न पुगेको छ।,k l aː k t̪ i ɦ ɾ u l eː   p n i   bʱ ɾ i eː k oː   m eː ɾ oː   d̪ eː ʃ   ʋ i ʃ  ʋ m ai   eː k   ə n au ʈʰ oː   ɾ   aː pʰ  n ai   p  ɾ k aː ɾ k aː   ʋ i ʃ eː ʂ t̪ aː   bʱ eː k oː   ɾ m aː i l oː   d̪ eː ʃ   b n  n   p u g eː k oː   t͡ʃʰ
train\Voice983.wav,हामीहरू उभिया ठाउँनिर नदी यसो बाङ्गिएर पूर्वतिर लागेको छ्‌ ।,ɦ aː m iː ɦ ɾ uː   u bʱ i j aː   ʈʰ aː u ̃ n i ɾ   n d̪ iː   j s oː   b aː ŋ  g i eː ɾ   p uː ɾ  ʋ t̪ i ɾ   l aː g eː k oː   t͡ʃʰ   
train\Voice82.wav,जेठो छोरोले त्यति अङ्ग्रेजी पढिहाल्यो; अब घर बसोस्‌ र खेती हेरोस्‌ ।,d͡ʒ eː ʈʰ oː   t͡ʃʰ oː ɾ oː l eː   t̪  j t̪ i   ə ŋ  g  ɾ eː d͡ʒ iː   p ɖʱ i ɦ aː l  j oː   ə b   gʱ ɾ   b s oː s    ɾ   kʰ eː t̪ iː   ɦ eː ɾ oː s   
train\Voice140.wav,त्यहाँ आरामपूर्वक जीवन बिताउने र एक भव्य जीवनशैली बीच एक फरक छ।,t̪  j ɦ aː ̃   aː ɾ aː m p uː ɾ  ʋ k   d͡ʒ iː ʋ n   b i t̪ aː u n eː   ɾ   eː k   bʱ ʋ  j   d͡ʒ iː ʋ n ʃ ai l iː   b iː t͡ʃ   eː k   pʰ ɾ k   t͡ʃʰ
train\Voice764.wav,"अनुशासनमा नरहने मानिस लगामविनाको घोडाजस्तै हुन्छ, उसले जीवनमा केही गर्न सक्तैन।",ə n u ʃ aː s n m aː   n ɾ ɦ n eː   m aː n i s   l g aː m ʋ i n aː k oː   gʱ oː ɖ aː d͡ʒ s  t̪ ai   ɦ u n  t͡ʃʰ   u s l eː   d͡ʒ iː ʋ n m aː   k eː ɦ iː   g ɾ  n   s k  t̪ ai n
train\Voice942.wav,बाल्यकालमा बिहे गराउने चलनलाई वाल विवाह भनिन्छ।,b aː l  j k aː l m aː   b i ɦ eː   g ɾ aː u n eː   t͡ʃ l n l aː iː   ʋ aː l   ʋ i ʋ aː ɦ   bʱ n i n  t͡ʃʰ
train\Voice656.wav,"नाककोरेको साग, कोशीले छाडेर गएको ठाउँमा जमेको पाँक र त्यहाँको दलदल जसमा फुलकाहीका बाब्‌साहेबहरूको हात्ती भास्सिएर मरेको।",n aː k k oː ɾ eː k oː   s aː g   k oː ʃ iː l eː   t͡ʃʰ aː ɖ eː ɾ   g eː k oː   ʈʰ aː u ̃ m aː   d͡ʒ m eː k oː   p aː ̃ k   ɾ   t̪  j ɦ aː ̃ k oː   d̪ l d̪ l   d͡ʒ s m aː   pʰ u l k aː ɦ iː k aː   b aː b  s aː ɦ eː b ɦ ɾ uː k oː   ɦ aː t̪  t̪ iː   bʱ aː s  s i eː ɾ   m ɾ eː k oː
train\Voice564.wav,"यहाँको वायु पनि त्यस्तै निर्गन्ध, काशीको हावामा नाना किसिमका गन्ध लादिया हुन्थे, नाला-पनालाको गन्ध,",j ɦ aː ̃ k oː   ʋ aː j u   p n i   t̪  j s  t̪ ai   n i ɾ  g n  d̪ʱ   k aː ʃ iː k oː   ɦ aː ʋ aː m aː   n aː n aː   k i s i m k aː   g n  d̪ʱ   l aː d̪ i j aː   ɦ u n  t̪ʰ eː   n aː l aː p n aː l aː k oː   g n  d̪ʱ
train\Voice763.wav,यही बमकाण्डभन्दा केही दिन पहिलेको कुरा ।,j ɦ iː   b m k aː ɳ  ɖ bʱ n  d̪ aː   k eː ɦ iː   d̪ i n   p ɦ i l eː k oː   k u ɾ aː  
train\Voice146.wav,अन्तर्कलहले गर्दा चर्किदैं र ढल्दै गरेको देखे; त्यसबाट संसारमा सूर्य नअस्ताउने देशका रूपमा उपनिवेश फैलाउँदै गरेको ।,ə n  t̪ ɾ  k l ɦ l eː   g ɾ  d̪ aː   t͡ʃ ɾ  k i d̪ ai ̃   ɾ   ɖʱ l  d̪ ai   g ɾ eː k oː   d̪ eː kʰ eː   t̪  j s b aː ʈ   s ̃ s aː ɾ m aː   s uː ɾ  j   n ə s  t̪ aː u n eː   d̪ eː ʃ k aː   ɾ uː p m aː   u p n i ʋ eː ʃ   pʰ ai l aː u ̃ d̪ ai   g ɾ eː k oː  
train\Voice33.wav,"दूबो पनि छ, तर खोइ, त्यो कम्पनीको बगैंचाको संयम यिनीहरूमा ? खोइ, त्यो सुसंस्कृत, सुव्यवस्थित रचना यिनीहरूको ?",d̪ uː b oː   p n i   t͡ʃʰ   t̪ ɾ   kʰ oː i   t̪  j oː   k m  p n iː k oː   b g ai ̃ t͡ʃ aː k oː   s ̃ j m   j i n iː ɦ ɾ uː m aː     kʰ oː i   t̪  j oː   s u s ̃ s  k t̪   s u ʋ  j ʋ s  t̪ʰ i t̪   ɾ t͡ʃ n aː   j i n iː ɦ ɾ uː k oː  
train\Voice130.wav,सानो भाइ आफ्नो स्कुलमा राजनीतिका कुरा गर्दो हो र भन्दो हो- नेपालमा प्रजातन्त्र ल्याउनुपर्छ ।,s aː n oː   bʱ aː i   aː pʰ  n oː   s  k u l m aː   ɾ aː d͡ʒ n iː t̪ i k aː   k u ɾ aː   g ɾ  d̪ oː   ɦ oː   ɾ   bʱ n  d̪ oː   ɦ oː   n eː p aː l m aː   p  ɾ d͡ʒ aː t̪ n  t̪  ɾ   l  j aː u n u p ɾ  t͡ʃʰ  
train\Voice516.wav,रुसले इरानलाई दिने सैन्य सहयोग बढ्नेमा अमेरिका र बेलायत सहमत रहेका उनले बताए ।,ɾ u s l eː   i ɾ aː n l aː iː   d̪ i n eː   s ai n  j   s ɦ j oː g   b ɖʱ  n eː m aː   ə m eː ɾ i k aː   ɾ   b eː l aː j t̪   s ɦ m t̪   ɾ ɦ eː k aː   u n l eː   b t̪ aː eː  
train\Voice743.wav,स्नेह गरी उनीहरूको धुकधुकीको स्पर्श गरेर नेपाली राष्ट्रियताको मजबुत आधार खडा गरे।,s  n eː ɦ   g ɾ iː   u n iː ɦ ɾ uː k oː   d̪ʱ u k d̪ʱ u k iː k oː   s  p ɾ  ʃ   g ɾ eː ɾ   n eː p aː l iː   ɾ aː ʂ  ʈ  ɾ i j t̪ aː k oː   m d͡ʒ b u t̪   aː d̪ʱ aː ɾ   kʰ ɖ aː   g ɾ eː
train\Voice86.wav,सामाजिक समस्या मध्ये एक नराम्रो र बिस्तृत रुपमा चलिरहेको समस्या दाइजो प्रथा हुन्।,s aː m aː d͡ʒ i k   s m s  j aː   m d̪ʱ  j eː   eː k   n ɾ aː m  ɾ oː   ɾ   b i s  t̪ t̪   ɾ u p m aː   t͡ʃ l i ɾ ɦ eː k oː   s m s  j aː   d̪ aː i d͡ʒ oː   p  ɾ t̪ʰ aː   ɦ u n 
train\Voice917.wav,प्रारम्भिक रूपमा भने इरानले रुसलाई ड्रोन उपलब्ध गराएको अस्वीकार गरेको थियो ।,p  ɾ aː ɾ m  bʱ i k   ɾ uː p m aː   bʱ n eː   i ɾ aː n l eː   ɾ u s l aː iː   ɖ  ɾ oː n   u p l b  d̪ʱ   g ɾ aː eː k oː   ə s  ʋ iː k aː ɾ   g ɾ eː k oː   t̪ʰ i j oː  
train\Voice738.wav,र घरको कुनामा या आँपको गाछीमुनि उ घोप्टो परेर सुतेर पढ्थी ।,ɾ   gʱ ɾ k oː   k u n aː m aː   j aː   aː ̃ p k oː   g aː t͡ʃʰ iː m u n i   u   gʱ oː p  ʈ oː   p ɾ eː ɾ   s u t̪ eː ɾ   p ɖʱ  t̪ʰ iː  
train\Voice777.wav,"यहाँका यीनै विविधतामा समाजको जगमा नेपाली संस्कृति समाजको असल व्यवहार, मान्यता र भावना एउटै स्वरूप हो।",j ɦ aː ̃ k aː   j iː n ai   ʋ i ʋ i d̪ʱ t̪ aː m aː   s m aː d͡ʒ k oː   d͡ʒ g m aː   n eː p aː l iː   s ̃ s  k t̪ i   s m aː d͡ʒ k oː   ə s l   ʋ  j ʋ ɦ aː ɾ   m aː n  j t̪ aː   ɾ   bʱ aː ʋ n aː   eː u ʈ ai   s  ʋ ɾ uː p   ɦ oː
train\Voice90.wav,मेरो यस्तो बानीबेहोराबाट घरका सबै जना प्रसन्न हुनुहुन्थ्यो।,m eː ɾ oː   j s  t̪ oː   b aː n iː b eː ɦ oː ɾ aː b aː ʈ   gʱ ɾ k aː   s b ai   d͡ʒ n aː   p  ɾ s n  n   ɦ u n u ɦ u n  t̪ʰ  j oː
train\Voice863.wav,हामीले पुस्तकालयमा विभिन्न किताबहरु पाउन सक्छौ।,ɦ aː m iː l eː   p u s  t̪ k aː l j m aː   ʋ i bʱ i n  n   k i t̪ aː b ɦ ɾ u   p aː u n   s k  t͡ʃʰ au
train\Voice950.wav,छोराको राम्रो हेरविचार गर्नू !,t͡ʃʰ oː ɾ aː k oː   ɾ aː m  ɾ oː   ɦ eː ɾ ʋ i t͡ʃ aː ɾ   g ɾ  n uː  
train\Voice604.wav,"गरिब र असहायलाई हेप्ने, नोकर बनाउने सामन्तवादी सोचबाट मुक्त भएको छैन।",g ɾ i b   ɾ   ə s ɦ aː j l aː iː   ɦ eː p  n eː   n oː k ɾ   b n aː u n eː   s aː m n  t̪ ʋ aː d̪ iː   s oː t͡ʃ b aː ʈ   m u k  t̪   bʱ eː k oː   t͡ʃʰ ai n
train\Voice883.wav,कोशी नदीको पश्चिम किनारमा उभिएर त्यहाँको दृश्यलाई हेर्दा रमाइलो लाग्यो ।,k oː ʃ iː   n d̪ iː k oː   p ʃ  t͡ʃ i m   k i n aː ɾ m aː   u bʱ i eː ɾ   t̪  j ɦ aː ̃ k oː   d̪ ʃ  j l aː iː   ɦ eː ɾ  d̪ aː   ɾ m aː i l oː   l aː g  j oː  
train\Voice845.wav,"हामी तुलसी, वर, पीपल आदिलाई पूजा गर्छौं।",ɦ aː m iː   t̪ u l s iː   ʋ ɾ   p iː p l   aː d̪ i l aː iː   p uː d͡ʒ aː   g ɾ  t͡ʃʰ au ̃
train\Voice952.wav,खरिद गरिएको एसीको भुक्तानी बजार रेटभन्दा बढी गरिएको नगरपालिकाकै कर्मचारीहरू बताउँछन् ।,kʰ ɾ i d̪   g ɾ i eː k oː   eː s iː k oː   bʱ u k  t̪ aː n iː   b d͡ʒ aː ɾ   ɾ eː ʈ bʱ n  d̪ aː   b ɖʱ iː   g ɾ i eː k oː   n g ɾ p aː l i k aː k ai   k ɾ  m t͡ʃ aː ɾ iː ɦ ɾ uː   b t̪ aː u ̃ t͡ʃʰ n   
train\Voice171.wav,"काशीमा माटोलाई घेरेर राखेको छ, दुई-तीन पुष्पबाटिकाहरूमा र केही सौखिन नागरिकहरूको घरमा सजाइएर लाममा राखिएका गमलाहरूमा ।",k aː ʃ iː m aː   m aː ʈ oː l aː iː   gʱ eː ɾ eː ɾ   ɾ aː kʰ eː k oː   t͡ʃʰ   d̪ u iː t̪ iː n   p u ʂ  p b aː ʈ i k aː ɦ ɾ uː m aː   ɾ   k eː ɦ iː   s au kʰ i n   n aː g ɾ i k ɦ ɾ uː k oː   gʱ ɾ m aː   s d͡ʒ aː i eː ɾ   l aː m m aː   ɾ aː kʰ i eː k aː   g m l aː ɦ ɾ uː m aː  
train\Voice43.wav,यो कारणले हामी प्रसन्न वा अन्यलाई प्रभाव पार्नको लागि जन्मिएको छैन र हामी कहिल्यै पनि गर्न सक्दैनौं।,j oː   k aː ɾ ɳ l eː   ɦ aː m iː   p  ɾ s n  n   ʋ aː   ə n  j l aː iː   p  ɾ bʱ aː ʋ   p aː ɾ  n k oː   l aː g i   d͡ʒ n  m i eː k oː   t͡ʃʰ ai n   ɾ   ɦ aː m iː   k ɦ i l  j ai   p n i   g ɾ  n   s k  d̪ ai n au ̃
train\Voice38.wav,"त्यस्ता वर्गहरूका लागि पनि योग्यता, क्षेमता, रुचि र दक्षता अनुसारका तालिम, रोजगार र कामको व्यवस्था गरी तिनको मनोबल बढाएमा तिनले पनि देश-विकासको होस्टेमा हैसे गर्न पुग्दछन् ।",t̪  j s  t̪ aː   ʋ ɾ  g ɦ ɾ uː k aː   l aː g i   p n i   j oː g  j t̪ aː   k  ʂ eː m t̪ aː   ɾ u t͡ʃ i   ɾ   d̪ k  ʂ t̪ aː   ə n u s aː ɾ k aː   t̪ aː l i m   ɾ oː d͡ʒ g aː ɾ   ɾ   k aː m k oː   ʋ  j ʋ s  t̪ʰ aː   g ɾ iː   t̪ i n k oː   m n oː b l   b ɖʱ aː eː m aː   t̪ i n l eː   p n i   d̪ eː ʃ ʋ i k aː s k oː   ɦ oː s  ʈ eː m aː   ɦ ai s eː   g ɾ  n   p u g  d̪ t͡ʃʰ n   
train\Voice945.wav,नेपाल चाडलाई “यमपञ्चक” र “दीपावली’ का रूपमा पनि चिनिन्छ।,n eː p aː l   t͡ʃ aː ɖ l aː iː   j m p ɲ  t͡ʃ k   ɾ   d̪ iː p aː ʋ l iː   k aː   ɾ uː p m aː   p n i   t͡ʃ i n i n  t͡ʃʰ
train\Voice655.wav,त्यस कारणले हामीले सक्ने काम गरेर दशको अवस्थालाई अझ गतिलो बनाउनुपर्छ।,t̪  j s   k aː ɾ ɳ l eː   ɦ aː m iː l eː   s k  n eː   k aː m   g ɾ eː ɾ   d̪ ʃ k oː   ə ʋ s  t̪ʰ aː l aː iː   ə d͡ʒʱ   g t̪ i l oː   b n aː u n u p ɾ  t͡ʃʰ
train\Voice118.wav,मेरो देशलाई मन्दिरै मन्दिरको देश पनि भनिन्छ।,m eː ɾ oː   d̪ eː ʃ l aː iː   m n  d̪ i ɾ ai   m n  d̪ i ɾ k oː   d̪ eː ʃ   p n i   bʱ n i n  t͡ʃʰ
train\Voice869.wav,त्यसरी राधासँग उसको प्रेम घनिष्ठतर हुँदै गएको थियो ।,t̪  j s ɾ iː   ɾ aː d̪ʱ aː s ̃ g   u s k oː   p  ɾ eː m   gʱ n i ʂ  ʈʰ t̪ ɾ   ɦ u ̃ d̪ ai   g eː k oː   t̪ʰ i j oː  
train\Voice933.wav,किशोरको तन्द्रा भङ्ग भयो; सोच्यो- उनीहरू आए ।,k i ʃ oː ɾ k oː   t̪ n  d̪  ɾ aː   bʱ ŋ  g   bʱ j oː   s oː t͡ʃ  j oː   u n iː ɦ ɾ uː   aː eː  
train\Voice132.wav,"नीलो र स्वच्छ आकाश, खेतमा झुल्ने धन, घर-आँगनमा ढकमक्क फुलेको सयपत्री र मखमली फूल आदि सबैले तिहारको सौन्दर्यलाई बढाएको देखिन्छ।",n iː l oː   ɾ   s  ʋ t͡ʃ  t͡ʃʰ   aː k aː ʃ   kʰ eː t̪ m aː   d͡ʒʱ u l  n eː   d̪ʱ n   gʱ ɾ aː ̃ g n m aː   ɖʱ k m k  k   pʰ u l eː k oː   s j p t̪  ɾ iː   ɾ   m kʰ m l iː   pʰ uː l   aː d̪ i   s b ai l eː   t̪ i ɦ aː ɾ k oː   s au n  d̪ ɾ  j l aː iː   b ɖʱ aː eː k oː   d̪ eː kʰ i n  t͡ʃʰ
train\Voice117.wav,विशाल समुद्र पनि आफ्नो निश्चित सीमामा अडेको हुन्छ।,ʋ i ʃ aː l   s m u d̪  ɾ   p n i   aː pʰ  n oː   n i ʃ  t͡ʃ i t̪   s iː m aː m aː   ə ɖ eː k oː   ɦ u n  t͡ʃʰ
train\Voice681.wav,कोशी नदी पनि सोझै तर्छ र जो क्रोधमा आयो भने आँखा देख्दैन र जसदेखि ठूला-ठूला बाघ पनि डराउँछन्‌; इत्यादि इत्यादि ।,k oː ʃ iː   n d̪ iː   p n i   s oː d͡ʒʱ ai   t̪ ɾ  t͡ʃʰ   ɾ   d͡ʒ oː   k  ɾ oː d̪ʱ m aː   aː j oː   bʱ n eː   aː ̃ kʰ aː   d̪ eː kʰ  d̪ ai n   ɾ   d͡ʒ s d̪ eː kʰ i   ʈʰ uː l aː ʈʰ uː l aː   b aː gʱ   p n i   ɖ ɾ aː u ̃ t͡ʃʰ n    i t̪  j aː d̪ i   i t̪  j aː d̪ i  
train\Voice831.wav,काशीको अन्नजलको हामीले घेरै सञ्चय गरेका रहेनछौं ।,k aː ʃ iː k oː   ə n  n d͡ʒ l k oː   ɦ aː m iː l eː   gʱ eː ɾ ai   s ɲ  t͡ʃ j   g ɾ eː k aː   ɾ ɦ eː n t͡ʃʰ au ̃  
train\Voice876.wav,रूपियाँ-पैसा अथवा सामान (नगद र जिन्सी) दाईजो हो भने दाईजो दिने प्रचलन दाईजो प्रथा हो।,ɾ uː p i j aː ̃ p ai s aː   ə t̪ʰ ʋ aː   s aː m aː n   n g d̪   ɾ   d͡ʒ i n  s iː   d̪ aː iː d͡ʒ oː   ɦ oː   bʱ n eː   d̪ aː iː d͡ʒ oː   d̪ i n eː   p  ɾ t͡ʃ l n   d̪ aː iː d͡ʒ oː   p  ɾ t̪ʰ aː   ɦ oː
train\Voice981.wav,"मेरो दाइ पनि ढुक्कुरको शिकारमा यता आउनुभएको रहेछ, अनि पो, मुनरिया बाँच्न पाई ।",m eː ɾ oː   d̪ aː i   p n i   ɖʱ u k  k u ɾ k oː   ʃ i k aː ɾ m aː   j t̪ aː   aː u n u bʱ eː k oː   ɾ ɦ eː t͡ʃʰ   ə n i   p oː   m u n ɾ i j aː   b aː ̃ t͡ʃ  n   p aː iː  
train\Voice53.wav,बैनी बडो उत्साही बालिका थिई ।,b ai n iː   b ɖ oː   u t̪  s aː ɦ iː   b aː l i k aː   t̪ʰ i iː  
train\Voice624.wav,करार र दैनिक ज्यालादारीका कर्मचारीको भारका कारण आर्थिक ब्ययभार बेर्होनु परिरहेको पालिकाले इन्धनमा गरेको भुक्तानी अत्याधिक छ ।,k ɾ aː ɾ   ɾ   d̪ ai n i k   d͡ʒ  j aː l aː d̪ aː ɾ iː k aː   k ɾ  m t͡ʃ aː ɾ iː k oː   bʱ aː ɾ k aː   k aː ɾ ɳ   aː ɾ  t̪ʰ i k   b  j j bʱ aː ɾ   b eː ɾ  ɦ oː n u   p ɾ i ɾ ɦ eː k oː   p aː l i k aː l eː   i n  d̪ʱ n m aː   g ɾ eː k oː   bʱ u k  t̪ aː n iː   ə t̪  j aː d̪ʱ i k   t͡ʃʰ  
train\Voice842.wav,देश भन्ने बित्तिकै हामी सबैको साझा घर हो र यो घरलाई सुरक्षित गर्नु र यसको विकास गर्नु हाम्रो कर्तव्य हो।,d̪ eː ʃ   bʱ n  n eː   b i t̪  t̪ i k ai   ɦ aː m iː   s b ai k oː   s aː d͡ʒʱ aː   gʱ ɾ   ɦ oː   ɾ   j oː   gʱ ɾ l aː iː   s u ɾ k  ʂ i t̪   g ɾ  n u   ɾ   j s k oː   ʋ i k aː s   g ɾ  n u   ɦ aː m  ɾ oː   k ɾ  t̪ ʋ  j   ɦ oː
